game_id,headline,description
401715654,No headline found,No description found
401715646,No headline found,No description found
401715618,Villanova secures 93-49 victory against Pennsylvania,Eric Dixon's 23 points helped Villanova defeat Pennsylvania 93-49 on Tuesday night.
401715535,Erhunmwunse scores 13 as Providence downs Delaware State 78-48,Oswin Erhunmwunse scored 13 points off of the bench to lead Providence over Delaware State 78-48 on Tuesday night.
401715407,Ohio State closes on a 28-3 run to rout Evansville 80-30,Devin Royal scored 20 points and grabbed 12 rebounds and Ohio State closed on a 28-3 run to finish a rout of Evansville 80-30 on Tuesday night.
401715391,"Parker Fox scores 18 points off the bench, Minnesota eases away from Cleveland State 58-47",Parker Fox scored 16 points off the bench to spark Minnesota to a 58-47 win over Cleveland State on Tuesday night.
401714899,"Newell, Demary lead Georgia to 93-45 win over Alabama A&M","Asa Newell scored 17 points, Silas Demary Jr. had 15 and Georgia remained unbeaten with a 93-45 win over Alabama A&M on Tuesday night."
401706162,Reese leads seven in double figures to pace Maryland in a 108-37 rout over Canisius,Julian Reese had a double-double by the end of the first half and seven Maryland players finished in double-figure scoring in the Terrapins' 108-37 rout over winless Canisius on Tuesday night.
401700466,"Sallis scores 20, Hildreth adds 18 and 6 assists; Wake Forest beats Western Carolina 82-69","Hunter Sallis scored 15 of his 20 points in the second half, Cameron Hildreth added 18 points and six assists and Wake Forest beat Western Carolina 82-69 Tuesday night."
401700428,Terrence Edwards Jr. and Kasean Pryor combine for 47 points as Louisville beats Bellarmine 100-68,Terrence Edwards Jr. scored 26 points and Kasean Pryor added 21 points as Louisville beat in-city foe Bellarmine 100-68 on Tuesday night.
401722562,"Lundblade scores 25 off the bench, Belmont takes down Oral Roberts 90-80",Tyler Lundblade's 25 points off of the bench helped lead Belmont to a 90-80 victory over Oral Roberts on Tuesday night.
401722035,Tulane takes down Bethune-Cookman 72-57,Kaleb Banks scored 22 points as Tulane beat Bethune-Cookman 72-57 on Tuesday night.
401725799,King's 18 lead Missouri State over UT Arlington 78-68,Zaxton King's 18 points helped Missouri State defeat UT Arlington 78-68 on Tuesday night.
401721647,Michigan State beats Samford 83-75; MSU freshman Jase Richardson leaves game with ankle injury,"Jaden Akins scored 25 points and Michigan State beat Samford 83-75 on Tuesday night, but Michigan State freshman Jase Richardson left the game late with a left ankle injury."
401715917,"Campbell scores 18, Northern Iowa beats Western Illinois 82-56",Trey Campbell's 18 points helped Northern Iowa defeat Western Illinois 82-56 on Tuesday night.
401714919,Vyctorius Miller scores 19 to help LSU beat Charleston Southern 77-68,"Freshman Vyctorius Miller scored 19 points on 9-of-14 shooting, Jordan Sears scored 15 points and LSU beat Charleston Southern 77-68 Tuesday night."
401706984,"White scores 14, TCU beat Alcorn State 71-48","Trazarien White scored 14 points, David Punch added 10 points, seven rebounds and five blocks Tuesday night to help TCU beat Alcorn State 71-48."
401706974,Ugonna Onyenso comes off bench to spark Kansas State in 74-56 win over Mississippi Valley State,Ugonna Onyenso came off the bench to score 16 points in 12 minutes and Kansas State shook off a poor first half to beat Mississippi Valley State 74-56 on Tuesday night.
401706163,Iowa jumps out early and beats Rider 83-58 to move to 5-0,"Payton Sandfort scored 22 points, Owen Freeman added 19 and Iowa beat Rider 83-58 on Tuesday night to move to 5-0."
401722277,No headline found,No description found
401718350,"Watson scores 12, Loyola Chicago knocks off Southern Utah 76-72",Des Watson scored 12 points as Loyola Chicago beat Southern Utah 76-72 on Tuesday night.
401720560,"Mims scores 21, Idaho takes down NAIA-member Evergreen State 101-58",Julius Mims had 21 points in Idaho's 101-58 victory over Evergreen State on Tuesday.
401715460,DePaul defeats Eastern Illinois 78-69,Jacob Meyer's 16 points helped DePaul defeat Eastern Illinois 78-69 on Tuesday night.
401715401,"Martinelli scores 22, Barnhizer adds double-double and Northwestern holds off Montana State 72-69","Nick Martinelli scored 22 points, Brooks Barnhizer added 20 points and grabbed 10 rebounds and Northwestern held off Montana State for a 72-69 victory on Tuesday night."
401725368,No headline found,No description found
401726454,No headline found,No description found
401709971,"No. 3 Gonzaga dominates Long Beach State, 84-41",Graham Ike and Khalif Battle each had 15 points as No. 3 Gonzaga routed Long Beach State 84-41 on Wednesday night.
401707850,"Nelson scores 23 to lead No. 8 Alabama past No. 25 Illinois, 100-87",Grant Nelson scored 23 points and Aden Holloway had 18 to lead No. 8 Alabama to a 100-87 win over No. 25 Illinois on Wednesday night in a matchup of Elite Eight teams from last season at Legacy Arena.
401715359,No. 23 Texas A&M overcomes 16-point deficit with big 2nd half in 71-54 win over Southern,Wade Taylor IV scored 17 points and Zhuric Phelps added 16 as No. 23 Texas A&M erased a 16-point deficit Wednesday night in a 71-54 victory over Southern.
401715425,Ace Bailey's 23 points leads No. 24 Rutgers over Merrimack 74-63,Freshman Ace Bailey scored 23 points and grabbed 10 rebounds to lead No. 24 Rutgers to a 74-63 win over Merrimack on Wednesday night.
401722176,No headline found,No description found
401726013,Charleston defeats The Citadel 76-61,Ante Brzovic had 22 points in Charleston's 76-61 win over The Citadel on Wednesday night.
401721798,No headline found,No description found
401706165,Conwell's 16 lead Xavier over Siena 80-55,Ryan Conwell scored 16 points as Xavier beat Siena 80-55 on Wednesday night.
401721686,Poulakidas' 22 lead Yale over Stony Brook 86-64,John Poulakidas had 22 points in Yale's 86-64 win against Stony Brook on Wednesday night.
401731992,No headline found,No description found
401729951,No headline found,No description found
401727309,No headline found,No description found
401723742,"Forrest scores 33, N.C. A&T beats Morgan State 86-83",Ryan Forrest's 33 points led N.C. A&T over Morgan State 86-83 on Wednesday night.
401722096,No headline found,No description found
401721947,Morehead State knocks off Austin Peay 63-58,Kenny White Jr. scored 18 points as Morehead State beat Austin Peay 63-58 on Wednesday night.
401721936,No headline found,No description found
401721799,No headline found,No description found
401721685,De La Rosa's 21 help Columbia remain undefeated with 80-72 win against Long Island,Geronimo Rubio De La Rosa's 21 points helped Columbia defeat LIU 80-72 on Wednesday night.
401721134,Scovens scores 21 as Army knocks off Fairleigh Dickinson 84-70 at Metro NY/NJ Classic,Josh Scovens scored 21 points as Army beat Fairleigh Dickinson 84-70 on Wednesday night at the Metro NY/NJ Classic.
401721077,Bullock scores 20 as South Dakota knocks off Western Michigan 80-76,Quandre Bullock scored 20 points off of the bench to lead South Dakota past Western Michigan 80-76 on Wednesday night.
401721053,Simpkins puts up 19 in Elon's 75-48 win against Northern Illinois,TK Simpkins had 19 points in Elon's 75-48 win over Northern Illinois on Wednesday night.
401720994,Detroit Mercy wins 70-59 against Ball State,Orlando Lovejoy had 19 points in Detroit Mercy's 70-59 win over Ball State on Wednesday night.
401719337,No headline found,No description found
401718460,Roche's 19 lead Richmond past Maine 70-66,Jason Roche scored 19 points as Richmond beat Maine 70-66 on Wednesday night.
401718450,"Thomas has 23, Rhode Island takes down Lafayette 86-72",Sebastian Thomas scored 23 points as Rhode Island beat Lafayette 86-72 on Wednesday night.
401718250,Santos' 23 help Dayton knock off New Mexico State 74-53,Nate Santos' 23 points helped Dayton defeat New Mexico State 74-53 on Wednesday night.
401716879,"Emejuru scores 21 off the bench, George Mason beats Coppin State 93-55",Giovanni Emejuru's 21 points off of the bench helped George Mason to a 93-55 victory against Coppin State on Wednesday night.
401715416,Penn State off to best start in 5 seasons after beating Purdue Fort Wayne 102-89,Ace Baldwin Jr. scored 25 points and distributed 11 assists and Yanic Konan Niederhauser recorded a double-double and Penn State beat Purdue Fort Wayne 102-89 on Wednesday night.
401706904,"Zimi Nwokeji has 19 and 9 rebounds, Jacksonville beats Virginia Tech 74-64","Zimi Nwokeji had 19 points and nine rebounds, Robert McCray V added 17 points and eight assists and Jacksonville shot 62% in the second half Wednesday night to help the Dolphins beat Virginia Tech 74-64."
401706164,Javon Small scores 23 points and West Virginia routs Iona 86-43,"Javon Small scored 23 points, including five 3-pointers, Tucker DeVries added 13 points and West Virginia routed Iona 86-43 on Wednesday night."
401700268,Kennesaw State defeats Abilene Christian 84-78,Simeon Cottle had 22 points in Kennesaw State's 84-78 victory over Abilene Christian on Wednesday night.
401726050,Williamson's 26 lead Towson over Nicholls State 70-64,Dylan Williamson's 26 points helped Towson defeat Nicholls State 70-64 on Wednesday night.
401727074,Jackson scores 19 as South Dakota State beats Southern Miss 101-76,Jaden Jackson scored 19 points as South Dakota State beat Southern Miss 101-76 on Wednesday night.
401726408,Lawson's 23 help Little Rock take down Tulsa 71-57,Johnathan Lawson had 23 points in Little Rock's 71-57 victory over Tulsa on Wednesday night.
401723725,Murray State beats Maryland-Eastern Shore 79-61,Nick Ellington's 19 points helped Murray State defeat Maryland-Eastern Shore 79-61 on Wednesday night.
401722067,Lander scores 15 and Western Kentucky knocks off Jackson State 79-62,Khristian Lander's 15 points off of the bench led Western Kentucky to a 79-62 victory against Jackson State on Wednesday night.
401715469,Jayden Epps scores 19 and Georgetown beats Mount St. Mary's 79-51,Jayden Epps had 19 points in Georgetown's 79-51 victory over Mount St. Mary's on Wednesday night.
401722346,UC Davis wins 75-68 against Grand Canyon,Ty Johnson's 21 points helped UC Davis defeat Grand Canyon 75-68 on Wednesday.
401722306,Arizona State holds off Cal Poly with backup Sanon scoring 22 in 93-89 win,"Reserve Joson Sanon scored 22 points, Jayden Quaintance recorded a double-double and Arizona State held off Cal Poly 93-89 on Wednesday night."
401725351,No headline found,No description found
401722422,UTEP takes down UCSB 79-76,Devon Barnes' 23 points helped UTEP defeat UCSB 79-76 on Wednesday night.
401722386,Hicks scores 16 as UNLV defeats Pepperdine 80-59,Brooklyn Hicks scored 16 points off of the bench to help lead UNLV over Pepperdine 80-59 on Wednesday night.
401722119,Seck's 18 help Fresno State take down Prairie View A&M 94-83,Mor Seck scored 18 points as Fresno State beat Prairie View A&M 94-83 on Wednesday night in a campus game of the Acrisure Holiday Invitational.
401721657,"Williams, Agbo score 20 points apiece, USC beats San Jose State 82-68","Terrence Williams II and Chibuzo Agbo scored 20 points apiece, Wesley Yates III added 14 Wednesday night and Southern California beat San Jose State 82-68."
401715696,"Raynaud's 20 points, 10 rebounds lead Stanford to narrow 70-63 win over Norfolk State","Maxime Raynaud had 20 points and 10 rebounds, Stanford held off a second-half rally, and the Cardinal defeated Norfolk State 70-63 on Wednesday night."
401719371,Northern Colorado defeats Cal Baptist 79-68,Langston Reynolds had 18 points in Northern Colorado's 79-68 win against Cal Baptist on Wednesday night.
401710002,"Mack scores 21, Bilodeau adds 20 to help UCLA beat Idaho State 84-70","Sebastian Mack scored 21 points, Tyler Bilodeau hit 4 of 4 from 3-point range and finished with 20 points and UCLA beat Idaho State 84-70 on Wednesday night."
401715338,Lanier's 26 points lead No. 11 Tennessee past Virginia 64-42 at the Baha Mar Championship,Chaz Lanier scored 26 points and Igor Milicic Jr. had 14 points and eight rebounds against his former team as No. 11 Tennessee pulled away from Virginia in the second half for a 64-42 win at the Baha Mar Championship on Thursday night.
401715594,Jeremy Roach's buzzer-beating 3 gives No. 13 Baylor 99-98 win over No. 22 St. John's in 2OT,"Jeremy Roach made a 3-pointer at the buzzer, and No. 13. Baylor rallied from five points down in the final 18 seconds of the second overtime to beat No. 22 St. John's 99-98 on..."
401707860,No. 16 Indiana remains unbeaten with 69-58 win over UNC Greensboro,"Myles Rice scored 14 of his 20 points in the first half, freshman Bryson Tucker finished with a season-high 14 and..."
401724514,"Lindsay scores 28 off the bench, James Madison downs UIC 99-81",Bryce Lindsay led James Madison over UIC on Thursday with 28 points off of the bench in a 99-81 win.
401716057,"Porter, Middle Tennessee knock off Ohio 83-81 in OT","Jestin Porter scored 24 points, including four in overtime, and Middle Tennessee knocked off Ohio 83-81 on Thursday."
401715587,Drake beat Miami 80-69 for its first victory against an ACC team since 2017,"Bennett Stirtz scored 21 points, Daniel Abreu had 18 points and 10 rebounds and Drake beat Miami 80-69 on Thursday to begin the Charleston Classic."
401700391,"McGhie scores 27, UC San Diego downs La Salle 72-67",Tyler McGhie had 27 points in UC San Diego's 72-67 win against La Salle on Thursday.
401715588,KyKy Tandy scores 21 and Florida Atlantic pulls away late to beat Oklahoma State 86-78,KyKy Tandy scored 21 points and Florida Atlantic pulled away late in the second half to beat Oklahoma State 86-78 on Thursday in the Charleston Classic.
401716058,South Florida defeats Portland 74-68,Kobe Knox's 13 points helped South Florida defeat Portland 74-68 on Thursday.
401722200,"Ituka scores 18 off the bench, Jacksonville State downs East Carolina 86-78",Jao Ituka led Jacksonville State over East Carolina on Thursday night with 18 points off of the bench in an 86-78 victory.
401726039,Youngstown State secures 72-62 victory against Monmouth,Nico Galette and EJ Farmer each scored 16 points to help Youngstown State defeat Monmouth 72-62 on Thursday night.
401715564,Chaunce Jenkins scores 5 of 22 points in OT to lead Seton Hall over VCU 69-66,"Chaunce Jenkins scored five of his 22 points in overtime to help Seton Hall hand VCU its first loss of the season, 69-66 on Thursday night at the Charleston Classic."
401716059,Davis scores 21 in Bradley's 82-68 win against Texas State,Christian Davis had 21 points in Bradley's 82-68 victory against Texas State on Thursday night.
401721687,Folgueiras' 19 help Robert Morris knock off Cornell 86-76,Alvaro Folgueiras had 19 points in Robert Morris' 86-76 win over Cornell on Thursday night.
401711757,Toledo knocks off Stetson 103-78,Sonny Wilson scored 21 points as Toledo beat Stetson 103-78 on Thursday night.
401727496,No headline found,No description found
401722011,"Josh Morgan, Chas Stinson rally Stonehill to 67-66 victory over Bryant",Josh Morgan scored 22 and Chas Stinson hit the second of two free throws with 29 seconds left to left Stonehill over Bryant 67-66 on Thursday night.
401721800,Bucknell takes down NJIT 81-64,Ian Motta's 15 points helped Bucknell defeat NJIT 81-64 on Thursday night.
401721030,"Safford scores 17, Kent State defeats Niagara 76-73",Morgan Safford had 17 points in Kent State's 76-73 victory against Niagara on Thursday night.
401721023,Osojnik puts up 16 in Eastern Michigan's 68-64 victory against Oakland,Arne Osojnik had 16 points in Eastern Michigan's 68-64 win against Oakland on Thursday night.
401715329,"Jamarii Thomas, Zachary Davis lead South Carolina to 84-72 victory over Mercer",Jamarii Thomas had 19 points and Zachary Davis scored 18 to lead South Carolina to an 84-72 victory over Mercer on Thursday night.
401711747,Harris has 19 in North Florida's 108-59 win over Edward Waters,Josh Harris scored 19 points as North Florida beat Edward Waters 108-59 on Thursday night.
401706894,Johnson's free throws fend off Syracuse for 70-66 Texas victory in Legends Classic,Tre Johnson endured a poor offensive night before scoring Texas' final six points — all from the line — and the Longhorns got past Syracuse 70-66 Thursday night after blowing a 16-point second-half lead at the UKG Legends Classic.
401700421,Clemson beats Radford 79-51 in a Sunshine Slam campus game.,"Chauncey Wiggins scored 16 points, Dillon Hunter added a career-high 15 points and Clemson beat Radford 79-51 on Thursday night in a Sunshine Slam campus game."
401727835,Jonah Pierce's double-double helps Presbyterian slip past Stephen F. Austin 58-55 in OT,Jonah Pierce finished with 15 points and 11 rebounds to help Presbyterian slip past Stephen F. Austin 58-55 in overtime on Thursday night at the Axe 'Em Classic.
401726428,Huefner's 26 lead Sam Houston past Trinity (TX) 105-78,Cameron Huefner scored 26 points as Sam Houston beat Trinity (TX) 105-78 on Thursday night.
401721961,Washington and Ward scored 19 as Southeast Missouri State knocks off Central Arkansas 77-73 in OT,Tedrick Washington Jr. and BJ Ward both had 19 points in Southeast Missouri State's 77-73 overtime victory against Central Arkansas on Thursday night.
401734106,No headline found,No description found
401727349,No headline found,No description found
401727258,"Freshman Jeremiah Fears, Duke Miles propel Oklahoma to 84-56 victory over East Texas A&M","Freshman Jeremiah Fears finished with 20 points, Duke Miles scored 19 and Oklahoma cruised to an 84-56 victory over East Texas A&M on Thursday night."
401727103,No headline found,No description found
401724522,Cooper Schwieger scores 22 to help Valparaiso defeat Lindenwood 77-64,Cooper Schwieger's 22 points helped Valparaiso defeat Lindenwood 77-64 on Thursday night.
401721085,No headline found,No description found
401720749,No headline found,No description found
401716060,Noel scores 27 as Wright State defeats Princeton 80-62,Brandon Noel scored 27 points as Wright State beat Princeton 80-62 on Thursday night at the Myrtle Beach Invitational..
401715321,"Pedulla, Murrell score 19, Ole Miss pulls away in the second half to defeat Oral Roberts 100-68","Sean Pedulla and Matthew Murrrell each had 19 points, and Mississippi defeated Oral Roberts 100-68 Thursday night as the Rebels remained unbeaten."
401722235,Hoggard scores 18 points and Vanderbilt hangs on to beat Nevada 73-71 in Charleston Classic,"AJ Hoggard had 18 points and seven assists, Jason Edwards added 16 points and Vanderbilt held off Nevada 73-71 on Thursday night on the opening day of the Shriners Children's Charleston Classic."
401728787,Roddy Gayle Jr. scores 16 to lead Michigan to 72-49 victory over Tarleton State,Roddy Gayle Jr. scored 16 points to guide Michigan to a 72-49 victory over Tarleton State on Thursday night.
401722259,"Dent scores 22, New Mexico takes down Grambling 80-58",Donovan Dent scored 22 points as New Mexico beat Grambling 80-58 on Thursday.
401718467,Erikstrup's 24 points help Washington State down Eastern Washington 96-81; Cougars hit 16 3-pointers,Dane Erikstrup had a career-high 24 points with six 3-pointers and Washington State made 16 from the arc in a 96-81 victory over Eastern Washington on Thursday.
401715640,"Reynolds scores 26 points, Ajogbor's free throw gives Saint Joseph's 78-77 win over Texas Tech","Erik Reynolds II sank six 3-pointers and scored 26 points, but it was Justice Ajogbor's free throw with 13.7 seconds left that gave Saint Joseph's a 78-77 win over Texas Tech on Thursday night in the UKG Legends Classic."
401722268,"Dainja scores 18 off the bench, Memphis takes down San Francisco 68-64",Dain Dainja's 18 points off of the bench helped lead Memphis to a 68-64 victory over San Francisco on Thursday.
401721653,"Biddle has career night with 23 points, 14 boards as Oregon rallies past Oregon State 78-75",Nate Biddle scored 17 of his career-high 23 points in the second half and grabbed a career-best 14 rebounds as Oregon rallied to defeat its rival Oregon State 78-75 on Thursday night.
401706876,"Freshman Jeremiah Wilkinson, Andrej Stojakovic lead California over Air Force 78-69","Freshman Jeremiah Wilkinson had 23 points off the bench, Andrej Stojakovic scored 21 and California defeated Air Force 78-69 on Thursday night."
401706949,Tugler has 17 off the bench in No. 7 Houston's 80-44 win over Hofstra,"Joseph Tugler had 17 points off the bench, Emanuel Sharp added 16 points and No. 7 Houston beat Hofstra 80-44 on Friday night."
401714910,Koby Brea scores 22 points as No. 9 Kentucky routs Jackson State 108-59,Reserve Koby Brea scored 22 points to lead a hot shooting performance from No. 9 Kentucky in a 108-59 rout of Jackson State on Friday night.
401700437,"R.J. Davis leads No. 10 UNC past Hawaii 87-69, moves to fourth on Tar Heels' all-time scoring list",R.J. Davis scored 14 of his 18 points in the first half and No. 10 North Carolina pulled away from Hawaii 87-69 on Friday night.
401729733,Lanier's huge first half propels No. 11 Tennessee to 77-62 win over No. 13 Baylor in the Bahamas,Chaz Lanier made seven 3-pointers and scored 25 points — all in the first half — as No. 11 Tennessee cruised past No. 13 Baylor 77-62 on Friday night to win the Baha Mar Championship title.
401706885,"Cooper Flagg scores 24 points, leads No. 12 Duke to a 69-55 road win over No. 17 Arizona","Cooper Flagg scored 24 points, Kon Knueppel added 13 and the pair of freshmen led No. 12 Duke past No. 17 Arizona 69-55 on Friday night."
401715452,"Williams, Gary score 16 each and Nebraska shuts down Kalkbrenner in 74-63 win over No. 14 Creighton","Brice Williams and Juwan Gary each scored 16 points, and Nebraska never trailed in a 74-63 victory over No. 14 Creighton on Friday night."
401715444,"Blackwell, Tonje lead No. 19 Wisconsin over UCF 86-70 in Greenbrier Tip-Off","John Blackwell scored 17 points, John Tonje added 15 and No. 19 Wisconsin rode a hot start to an 86-70 victory over UCF in the Greenbrier..."
401727319,"Thiero, Fland lead No. 20 Arkansas past Little Rock 79-67","Adou Thiero scored 23 points, and Boogie Fland added another 21 to lead No. 20 Arkansas to a 79-67 win over Little Rock on Friday night."
401714893,"Alijah Martin scores 32 points as Todd Golden, No. 21 Florida top SIU 93-68","Alijah Martin had a season-high 32 points with nine rebounds, five assists and two steals, and No. 21 Florida beat Southern Illinois 93-68 on Friday night to extend its home winning streak to 12."
401729735,No. 22 St. John's bounces back from double OT loss with 80-55 rout of Virginia,"RJ Luis Jr. scored 18 points, Kadary Richmond added 12 and No. 22 St. John’s bounced back from a buzzer-beating, double-overtime loss the night before to rout Virginia 80-55 in the consolation game of the Baha Mar Championship on Friday night."
401729760,Skobalj's 19 help UIC down La Salle 96-83,Filip Skobalj had 19 points in UIC's 96-83 win over La Salle on Friday.
401722320,"Johnson has 25, FGCU downs CSU Bakersfield 74-54",Dallion Johnson scored 25 points and made seven 3-pointers to help FGCU defeat CSU Bakersfield 74-54 on Friday.
401721135,No headline found,No description found
401729823,Clayton scores 34 as Ohio knocks off Portland 85-73,AJ Clayton scored 34 points as Ohio beat Portland 85-73 on Friday.
401729782,Drake beats Florida Atlantic 75-63,Mitch Mascari's 22 points helped Drake defeat Florida Atlantic 75-63 on Friday.
401716062,Longwood secures 89-81 win over UAB,Michael Christmas scored 15 points as Longwood beat UAB 89-81 on Friday for its sixth straight victory.
401722101,No headline found,No description found
401729761,East Carolina wins 71-64 over Stetson,RJ Felton had 21 points in East Carolina's 71-64 victory over Stetson on Friday.
401726043,King and Northeastern knock off Florida International 60-58,"Rashad King led Northeastern with 19 points, including the game-winning layup with three seconds remaining, and the Huskies beat Florida International 60-58 on Friday."
401729824,Porter's 26 lead Middle Tennessee over South Florida 95-88,Jestin Porter had 26 points in Middle Tennessee's 95-88 win over South Florida on Friday.
401729788,Bryce Thompson scores 17 points and Oklahoma State beats Miami 80-74 in the Charleston Classic,"Bryce Thompson scored 17 points, Marchelus Avery had 15 points and eight rebounds, and Oklahoma State beat Miami 80-74 on Friday in the consolation bracket of the Charleston Classic."
401714920,"Lowe scores career-high 22, leads Pitt over LSU 74-63 in Greenbrier Tip-Off",Jaland Lowe scored 19 of his career-high 22 points in the second half and collected eight rebounds and six assists in leading Pittsburgh to a 74-63 win over LSU at the Greenbrier Tip-Off on Friday.
401716063,Garcia's 16 help McNeese beat Illinois State 76-68,Javohn Garcia scored 16 points as McNeese beat Illinois State 76-68 on Friday.
401727844,Pierce's 20 lead Presbyterian past Youngstown State 67-42,Jonah Pierce had 20 points in Presbyterian's 67-42 win against Youngstown State on Friday night.
401729762,Tait-Jones scores 21 as UC San Diego defeats James Madison 73-67,Aniwaniwa Tait-Jones' 21 points helped UC San Diego defeat James Madison 73-67 on Friday night.
401721928,"Jones scores 16, American knocks off UMKC 64-60",Greg Jones' 16 points helped American defeat Kansas City 64-60 on Friday night.
401729825,Montgomery scores 19 as Bradley defeats Wright State 77-74,Zek Montgomery had 19 points in Bradley's 77-74 victory over Wright State on Friday night.
401729789,"Nickel hits 6 3s, scores 24 points to lead Vanderbilt over Seton Hall in Charleston Classic 76-60",Tyler Nickel made six 3-pointers on his way to a career-high tying 24 points and Vanderbilt beat Seton Hall 76-60 Friday in the semifinals of the Charleston Classic.
401727118,No headline found,No description found
401724552,Jones scores 11 as Coastal Carolina downs IU Indianapolis 71-57,Rasheed Jones' 11 points helped Coastal Carolina defeat IU Indianapolis 71-57 on Friday night.
401722053,Florida A&M defeats Trinity Baptist 110-68,Shaqir O'Neal scored 26 points as Florida A&M beat Trinity Baptist 110-68 on Friday night.
401715655,Jamir Watkins scores 19 and Florida State tops Temple 78-69 to begin Basketball Hall of Fame Tip-Off,"Jamir Watkins scored 19 points, Malique Ewin set career highs with 15 points and nine rebounds and Florida State beat Temple 78-69 on Friday to begin the Basketball Hall of Fame Tip-Off."
401720540,"Gabe Madsen leads Utah to big early lead, 84-53 win over Utah Tech",Gabe Madsen scored 14 of his 19 points in the first half when Utah took a double-digit lead and the Utes beat Utah Tech 84-53 on Friday.
401716064,Liberty wins 89-69 against Louisiana,Kaden Metheny scored 20 points as Liberty beat Louisiana 89-69 on Friday night.
401726040,Antwi-Boasiako scores 24 in Stephen F. Austin's 72-67 victory against Monmouth,Nana Antwi-Boasiako scored 24 points as Stephen F. Austin beat Monmouth 72-67 on Friday night.
401721153,Dancier's 16 lead Le Moyne over UT Martin 65-53,AJ Dancier had 16 points in Le Moyne's 65-53 victory against UT Martin on Friday night.
401720666,Akron defeats Lamar 79-72,Tavari Johnson's 17 points helped Akron defeat Lamar 79-72 on Friday night.
401715408,Ohio State beats Campbell 104-60 to reach century mark for the first time since 2019,John Mobley Jr. scored 23 points off the bench and all five Ohio State starters scored in double figures as the Buckeyes easily beat Campbell 104-60 on Friday night.
401729763,Lewis' 16 help Toledo knock off Jacksonville State 82-80,Sam Lewis' 16 points helped Toledo defeat Jacksonville State 82-80 on Friday night.
401729821,"Williams, Toppin help Texas Tech edge Syracuse 79-74 for third place in Charleston Classic",Darrion Williams scored 13 of his 20 points in the second half and Texas Tech kept Syracuse at bay for a 79-74 victory in the third-place game of the Legends Classic on Friday.
401724989,Marcus Hill scores 19 points and NC State beats William & Mary 81-58,"Marcus Hill scored 19 points, Brandon Huntley-Hatfield had 10 points and nine rebounds, and NC State beat William & Mary 81-58 on Friday night."
401724543,Toneari Lane scores 23 to help Georgia State down North Carolina Central 93-79,Toneari Lane had 23 points in Georgia State's 93-79 victory against North Carolina Central on Friday night.
401721801,"Steal, last-second basket lifts Manhattan over Army 80-79",Shaquil Bender intercepted an inbounds pass with 4.5 seconds left and passed to Wesley Robinson who put in the winning basket as time expired to give Manhattan an 80-79 win over Army on Friday.
401721783,Reed Bailey scores 23 to propel Davidson to 93-66 victory over VMI,Reed Bailey had 23 points in Davidson's 93-66 victory over VMI on Friday night.
401721688,Harvard defeats Colgate 78-67,Robert Hinton had 18 points in Harvard's 78-67 victory over Colgate on Friday night.
401721111,"Teel scores 20, Indiana State takes down Chicago State 97-61",Samage Teel's 20 points helped Indiana State defeat Chicago State 97-61 on Friday night.
401721013,Tyson Dunn scores 22 to help Buffalo take down Morgan State 82-73,Tyson Dunn had 22 points in Buffalo's 82-73 victory over Morgan State on Friday night.
401719271,East Tennessee State defeats South Carolina Upstate 87-76,Jaden Seymour and Quimari Peterson scored 28 points apiece and East Tennessee State defeated South Carolina Upstate 87-76 on Friday night.
401716870,Jason Drake scores 15 to help Drexel fend off Fordham 73-71,Jason Drake had 15 points to help Drexel hold off Fordham 73-71 on Friday night in a campus game of the Sunshine Slam.
401712996,Butler earns 78-39 win against Merrimack,Pierre Brooks scored 23 points as Butler beat Merrimack 78-39 on Friday night.
401700429,Louisville tops Winthrop 76-61 to give coach Pat Kelsey first win over former team,"Reyne Smith scored 20 points, J'Vonne Hadley had 12 points and 13 rebounds, and Louisville beat Winthrop 76-61 on Friday night for coach Pat Kelsey's first win over his former team."
401729826,Tyler Morgan scores 27 to help Texas State defeat Princeton 83-80,Tyler Morgan scored 27 points to help Texas State hold off Princeton 83-80 at the Myrtle Beach Invitational on Friday night.
401729790,"Davidson's 15 points, Sanders' game-winner lead Nevada past VCU 64-61",Nick Davidson led Nevada with 15 points and Kobe Sanders sank a go-ahead 3-pointer with 5.1 seconds left as the Wolf Pack beat VCU 64-61 on Friday night.
401726462,"Tyreese Watson hits winning shot, scores 16 to rally UL Monroe over Northwestern State 65-63",Tyreese Watson hit a go-ahead jumper with 4 seconds left and finished with 16 points to rally UL Monroe to a 65-63 victory over Northwestern State on Friday night.
401720732,"White, New Orleans defeat Tulane 93-87 in OT","James White scored 31 points, including eight in the overtime, as New Orleans knocked off Tulane 93-87 on Friday night."
401719238,Banks has 23 in UNC Asheville's 72-64 victory against Southeast Missouri State,Josh Banks scored 23 points as UNC Asheville beat Southeast Missouri State 72-64 on Friday night.
401715684,Elon gives coach Billy Taylor an 84-77 win over his alma mater Notre Dame,"Nick Dorn scored 24 points and made 5 of 6 3-pointers, TK Simpkins added 17 points and Elon closed on a 10-2 run to give coach Billy Taylor an 84-77 win over his alma mater Notre Dame on Friday night."
401715311,Grill's 25 point leads Missouri past Pacific 91-56,Reserve Caleb Grill scored 25 points on 9-for-12 shooting and Tamar Bates scored 11 points as Missouri overwhelmed Pacific 91-56 on Friday night.
